Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,PoolQC,SaleType,SaleCondition,SalePrice,month+year,totalbath,Totalsqft,Age,YearsSinceRemodel,IsNewHouse
757,60,RL,10769,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,GasA,Ex,Y,SBrkr,1768,Gd,7,Typ,0,Attchd,2007.0,RFn,2,578,TA,TA,Y,144,105,,WD,Normal,212000,4.2009,2.5,2634.0,2,2,True
758,60,RL,11616,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,Hip,CompShg,HdBoard,HdBoard,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438,Unf,0,234,GasA,TA,Y,SBrkr,1386,TA,6,Typ,1,Attchd,1978.0,Fin,2,440,TA,TA,Y,335,0,,WD,Abnorml,158900,4.2010,2.5,2058.0,32,32,False
759,160,FV,2280,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,0,195,GasA,Gd,Y,SBrkr,1501,TA,6,Typ,0,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,0,,WD,Normal,179400,8.2008,2.5,2245.0,9,9,False
760,60,RL,12257,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,513.0,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,64,1198,GasA,Ex,Y,SBrkr,2531,Gd,9,Typ,1,Attchd,1995.0,RFn,3,752,TA,TA,Y,222,98,,WD,Normal,290000,11.2007,2.5,3849.0,12,12,False
761,20,RL,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Rec,612,Unf,0,252,GasA,Ex,Y,SBrkr,864,TA,5,Typ,0,Detchd,2008.0,Unf,1,300,Ex,Ex,Y,0,0,,WD,Normal,127500,10.2009,1.0,1728.0,50,50,False
762,30,RM,6911,Pave,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,GasA,TA,Y,SBrkr,1301,Fa,5,Min1,0,Detchd,1965.0,Unf,2,440,TA,TA,Y,0,0,,WD,Normal,100000,10.2009,1.0,2446.0,85,59,False
763,60,FV,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,GasA,Ex,Y,SBrkr,1547,Gd,7,Typ,0,Attchd,2009.0,Unf,2,614,TA,TA,Y,169,45,,Con,Normal,215200,6.2010,2.5,2303.0,1,1,True
764,60,RL,9430,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,673.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,GasA,Ex,Y,SBrkr,2365,Gd,8,Typ,1,Attchd,1999.0,RFn,3,856,TA,TA,Y,0,128,,WD,Normal,337000,7.2009,3.5,3617.0,10,10,False
765,120,RL,9549,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,BrkFace,BrkFace,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,GasA,Ex,Y,SBrkr,1494,Ex,6,Typ,1,Attchd,1995.0,Fin,2,481,TA,TA,Y,0,30,,WD,Normal,270000,4.2006,2.5,2988.0,11,10,False
766,20,RL,14587,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,VinylSd,VinylSd,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,GasA,Ex,Y,SBrkr,1506,Ex,6,Typ,1,Attchd,2008.0,Fin,2,592,TA,TA,Y,0,174,,New,Partial,264132,8.2008,2.0,3004.0,0,0,True
767,60,RL,10421,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,GasA,TA,Y,SBrkr,1714,TA,7,Typ,1,Attchd,1988.0,Unf,2,496,TA,TA,Y,228,66,,WD,Normal,196500,3.2010,2.5,2694.0,22,22,False
768,50,RL,12508,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,GasA,Ex,Y,SBrkr,1750,TA,7,Mod,0,Attchd,1989.0,Unf,1,423,TA,TA,Y,245,0,,WD,Normal,160000,7.2008,3.0,2733.0,68,23,False
769,20,RL,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,GasA,Ex,Y,SBrkr,1836,Gd,8,Typ,1,Attchd,2004.0,Fin,2,484,TA,TA,Y,120,33,,WD,Normal,216837,10.2006,2.0,3696.0,2,1,True
770,60,RL,53504,Pave,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,CemntBd,Wd Shng,603.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,0,234,GasA,Ex,Y,SBrkr,3279,Ex,12,Mod,1,BuiltIn,2003.0,Fin,3,841,TA,TA,Y,503,36,,WD,Normal,538000,6.2010,4.5,4929.0,7,7,False
771,85,RL,7252,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,0,173,GasA,TA,Y,SBrkr,858,TA,5,Typ,0,Detchd,1983.0,Unf,2,576,TA,TA,Y,120,0,,WD,Normal,134900,4.2009,2.0,1716.0,27,27,False
772,20,RL,8877,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,0,GasA,TA,Y,FuseF,1220,TA,6,Typ,0,Detchd,1951.0,Unf,2,396,TA,TA,Y,0,0,,COD,Normal,102000,4.2006,1.0,2056.0,55,55,False
773,80,RL,7819,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,127,480,GasA,TA,Y,SBrkr,1117,TA,6,Typ,1,Detchd,1976.0,Unf,2,672,TA,TA,Y,144,0,,WD,Abnorml,107000,3.2010,2.0,2146.0,34,34,False
774,20,RL,10150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,1.0,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,0,456,GasA,Ex,Y,FuseA,912,TA,5,Typ,0,Attchd,1958.0,RFn,1,275,TA,TA,Y,0,0,,COD,Normal,114500,7.2007,1.0,1824.0,49,49,False
775,20,RL,14226,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,GasA,Gd,Y,SBrkr,1973,Gd,9,Typ,1,Attchd,2006.0,Fin,3,895,TA,TA,Y,315,45,,New,Partial,395000,7.2007,2.0,3908.0,1,1,True
776,120,RM,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,GasA,Ex,Y,SBrkr,1204,TA,5,Typ,0,Attchd,1998.0,Fin,2,412,TA,TA,Y,0,247,,WD,Normal,162000,6.2009,3.0,2408.0,11,11,False
777,20,RL,11210,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,GasA,Ex,Y,SBrkr,1614,Gd,7,Typ,0,Attchd,2005.0,RFn,3,865,TA,TA,Y,144,59,,New,Partial,221500,7.2006,2.0,3228.0,1,0,True
778,20,RL,13350,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,GasA,TA,Y,SBrkr,894,TA,5,Typ,1,Attchd,1974.0,Unf,2,440,TA,TA,Y,241,0,,WD,Normal,142500,6.2006,2.0,1758.0,32,32,False
779,90,RH,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,320.0,TA,TA,Slab,,,,,0,,0,0,GasA,TA,Y,SBrkr,2020,TA,10,Typ,2,Detchd,1977.0,Unf,2,630,TA,TA,Y,0,0,,WD,Normal,144000,10.2007,2.0,2020.0,30,30,False
780,90,RL,10530,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,Gable,CompShg,Plywood,ImStucc,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,GasA,TA,Y,SBrkr,1004,TA,4,Typ,0,Attchd,1977.0,Unf,2,504,TA,TA,Y,0,0,,WD,Normal,135000,5.2006,2.0,1979.0,29,29,False
781,20,RL,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,GasA,Gd,Y,SBrkr,1253,TA,6,Typ,1,Attchd,1995.0,Fin,2,402,TA,TA,Y,220,21,,WD,Normal,176000,6.2007,2.0,2490.0,12,11,False
782,60,RL,7153,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,0,374,GasA,Ex,Y,SBrkr,1603,Gd,7,Typ,0,Attchd,1992.0,RFn,2,484,TA,TA,Y,0,124,,WD,Normal,175900,7.2006,2.5,2364.0,14,14,False
783,20,RL,16285,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1413,GasA,Ex,Y,SBrkr,1430,Gd,6,Typ,0,Attchd,2001.0,RFn,2,605,TA,TA,Y,0,33,,WD,Normal,187100,6.2009,2.0,2843.0,8,7,False
784,85,RL,9101,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,Gable,CompShg,Plywood,Plywood,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,0,GasA,Ex,Y,SBrkr,1110,Gd,4,Typ,1,Attchd,1978.0,Fin,2,602,TA,TA,Y,303,30,,WD,Normal,165500,7.2009,2.0,2207.0,31,31,False
785,75,RM,6300,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,Gable,CompShg,Wd Sdng,Wd Shng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,GasA,Ex,Y,SBrkr,1484,TA,9,Typ,1,,,,0,0,,,Y,0,291,,WD,Normal,128000,6.2008,2.0,2226.0,94,7,False
786,20,RL,9790,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,GasA,TA,Y,SBrkr,1342,TA,7,Typ,1,Attchd,1967.0,Unf,2,457,TA,TA,Y,0,0,,WD,Normal,161500,9.2009,2.0,2714.0,42,42,False
787,50,RM,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,0,GasA,TA,Y,SBrkr,1652,TA,7,Typ,0,Detchd,1961.0,Unf,1,416,TA,TA,Y,0,0,,WD,Normal,139000,6.2010,3.0,2338.0,95,60,False
788,60,RL,10142,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,0,300,GasA,Ex,Y,SBrkr,2084,Gd,8,Typ,0,BuiltIn,2004.0,RFn,2,618,TA,TA,Y,0,45,,WD,Normal,233000,1.2010,3.5,3040.0,6,6,False
789,20,RM,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,901,GasA,Ex,Y,SBrkr,901,TA,4,Typ,0,Detchd,1954.0,Unf,1,281,Fa,TA,Y,0,0,,WD,Normal,107900,8.2008,1.0,1802.0,54,8,False
790,60,RL,12205,Pave,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,HdBoard,HdBoard,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,0,264,GasA,Gd,Y,SBrkr,2087,Gd,9,Typ,0,Attchd,1966.0,Fin,2,444,TA,TA,Y,133,168,,WD,Normal,187500,7.2007,2.5,2919.0,41,0,False
791,120,RL,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1129,GasA,Ex,Y,SBrkr,1145,Gd,5,Typ,1,Attchd,2005.0,Fin,2,397,TA,TA,Y,100,16,,WD,Normal,160200,9.2009,2.0,2290.0,4,3,True
792,80,RL,11333,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,539,Unf,0,490,GasA,TA,Y,SBrkr,1062,TA,5,Typ,2,Attchd,1976.0,RFn,2,539,TA,TA,Y,120,0,,WD,Normal,146800,5.2007,2.0,2091.0,31,31,False
793,60,RL,9920,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,862,Unf,0,255,GasA,Ex,Y,SBrkr,2013,TA,8,Typ,1,Attchd,1997.0,Unf,2,455,TA,TA,Y,180,130,,WD,Normal,269790,6.2007,3.5,3130.0,11,10,False
794,20,RL,9158,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1496,GasA,Ex,Y,SBrkr,1496,Gd,7,Typ,0,Attchd,2007.0,Fin,2,474,TA,TA,Y,168,130,,New,Partial,225000,6.2007,2.0,2992.0,0,0,True
795,60,RL,10832,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,712,GasA,Ex,Y,SBrkr,1895,Gd,7,Typ,1,Attchd,1994.0,Fin,2,409,TA,TA,Y,143,46,,WD,Normal,194500,10.2008,2.5,2607.0,14,12,False
796,60,RL,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,650,GasA,TA,Y,SBrkr,1564,TA,7,Typ,1,Attchd,1980.0,Unf,2,476,TA,TA,Y,0,50,,WD,Normal,171000,4.2010,2.5,2214.0,30,29,False
797,20,RL,8197,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,Plywood,148.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,660,GasA,Ex,Y,SBrkr,1285,TA,7,Typ,1,Attchd,1977.0,RFn,2,528,TA,TA,Y,138,0,,WD,Normal,143500,4.2007,1.5,1945.0,30,30,False
798,20,RL,7677,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,570,Unf,0,203,GasA,Gd,Y,SBrkr,773,TA,4,Typ,0,Attchd,1953.0,Unf,1,240,TA,TA,Y,0,0,,WD,Abnorml,110000,4.2008,1.0,1546.0,55,55,False
799,60,RL,13518,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,860.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1926,GasA,Ex,Y,SBrkr,3140,Ex,11,Typ,2,BuiltIn,2009.0,Fin,3,820,TA,TA,Y,144,78,,New,Partial,485000,7.2009,3.5,5066.0,1,0,True
800,50,RL,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,569,Unf,0,162,GasA,Ex,Y,SBrkr,1768,Gd,7,Typ,2,Detchd,1939.0,Unf,1,240,TA,TA,Y,0,0,,WD,Normal,175000,6.2007,2.5,2499.0,70,57,False
801,60,RL,12798,Pave,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,462,Unf,0,154,GasA,Gd,Y,SBrkr,1688,Gd,8,Typ,0,Attchd,1997.0,RFn,2,603,TA,TA,Y,403,114,,WD,Normal,200000,5.2008,3.5,2304.0,11,11,False
802,30,RM,4800,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,LwQ,197,Unf,0,999,GasA,Ex,Y,FuseA,1196,TA,5,Typ,0,Detchd,1957.0,Unf,2,440,TA,TA,Y,0,0,,WD,Normal,109900,7.2007,2.0,2392.0,91,17,False
803,60,RL,8199,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,WdShing,Wd Shng,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,648,Unf,0,80,GasA,Ex,Y,SBrkr,1456,Gd,7,Typ,1,Attchd,2005.0,Fin,2,410,TA,TA,Y,36,18,,WD,Normal,189000,10.2008,3.5,2184.0,3,3,True
804,60,RL,13891,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1734,GasA,Ex,Y,SBrkr,2822,Ex,12,Typ,1,BuiltIn,2009.0,RFn,3,1020,TA,TA,Y,52,170,,New,Partial,582933,1.2009,3.5,4556.0,1,0,True
805,20,RL,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,LwQ,812,Unf,0,124,GasA,TA,Y,SBrkr,1128,TA,5,Min1,0,Attchd,1954.0,Unf,1,286,TA,TA,Y,0,0,,WD,Family,118000,6.2006,1.0,2064.0,52,52,False
806,20,RL,12274,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,256.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1417,GasA,Ex,Y,SBrkr,1428,Ex,6,Typ,0,Attchd,2008.0,RFn,2,554,TA,TA,Y,0,60,,New,Partial,227680,7.2008,2.0,2845.0,0,0,True
807,80,RL,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,TA,TA,Av,ALQ,400,Rec,480,100,GasA,Gd,Y,SBrkr,980,TA,6,Typ,0,Attchd,1967.0,Fin,1,384,TA,TA,Y,68,0,,WD,Normal,135500,10.2006,2.0,1960.0,39,39,False
808,70,RL,21384,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1309,Unf,0,15,GasA,Ex,Y,SBrkr,1576,Gd,6,Typ,1,Attchd,1923.0,RFn,2,528,TA,TA,Y,0,312,,WD,Normal,223500,5.2009,3.5,2900.0,86,5,False
809,80,RL,13400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,VinylSd,VinylSd,1047.0,TA,TA,CBlock,TA,TA,Av,ALQ,516,BLQ,128,380,GasA,TA,Y,SBrkr,1086,TA,6,Typ,1,Attchd,1966.0,RFn,2,484,TA,TA,Y,0,0,,WD,Normal,159950,6.2006,2.0,2110.0,40,40,False
810,75,RM,8100,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,Hip,CompShg,AsbShng,AsbShng,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,849,GasA,TA,N,FuseA,2138,TA,11,Typ,0,Detchd,1910.0,Unf,2,360,Fa,Po,N,40,156,,WD,Normal,106000,11.2009,2.0,2987.0,111,44,False
811,20,RL,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,HdBoard,HdBoard,99.0,TA,TA,CBlock,TA,TA,No,ALQ,663,LwQ,377,0,GasA,Fa,Y,SBrkr,1309,Gd,5,Typ,1,Attchd,1974.0,RFn,2,484,TA,TA,Y,265,0,Fa,WD,Normal,181000,1.2006,2.5,2478.6,32,7,False
812,120,RM,4438,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,662,Unf,0,186,GasA,Ex,Y,SBrkr,848,Gd,4,Typ,1,Attchd,2004.0,Fin,2,420,TA,TA,Y,140,0,,ConLD,Normal,144500,6.2008,2.0,1696.0,4,4,True
813,20,C (all),8712,Grvl,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,540,GasA,TA,N,FuseA,1044,Fa,4,Typ,0,Basment,1952.0,Unf,2,504,TA,TA,N,0,0,,WD,Alloca,55993,6.2010,1.0,1584.0,58,58,False
814,20,RL,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,MetalSd,MetalSd,243.0,TA,TA,CBlock,TA,TA,No,Rec,608,Unf,0,834,GasA,Gd,Y,SBrkr,1442,TA,7,Typ,0,Attchd,1958.0,RFn,1,301,TA,TA,Y,0,0,,COD,Normal,157900,4.2007,1.5,2884.0,49,49,False
815,50,RL,8248,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Stucco,Stucco,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,686,GasW,Gd,Y,SBrkr,1250,Fa,7,Typ,0,Detchd,1955.0,Unf,1,280,TA,TA,P,207,0,,WD,Normal,116000,7.2006,2.1,1936.0,88,56,False
816,20,RL,12137,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,442.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1649,GasA,Ex,Y,SBrkr,1661,Gd,6,Typ,0,Attchd,1998.0,RFn,2,598,TA,TA,Y,0,34,,WD,Normal,224900,5.2010,2.0,3310.0,12,12,False
817,20,RL,11425,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,0,522,GasA,Gd,Y,SBrkr,1008,TA,4,Typ,1,Attchd,1954.0,RFn,1,275,TA,TA,Y,0,0,,WD,Normal,137000,7.2006,1.0,2016.0,52,52,False
818,20,RL,13265,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Unf,0,350,GasA,Ex,Y,SBrkr,1689,Gd,7,Typ,2,Attchd,2002.0,RFn,3,857,TA,TA,Y,150,59,,WD,Normal,271000,7.2008,3.0,3257.0,6,6,False
